,Description,ALL_Acidovorax_carolinensis_strain_NA2_NZ_CP021359,ALL_Acidovorax_carolinensis_strain_P3_NZ_CP021362,ALL_Acidovorax_carolinensis_strain_P4_NZ_CP021366,ALL_Acidovorax_citrulli_strain_M6_NZ_CP029373,ALL_Acidovorax_sp_JS42_NC_008782,ALL_Acidovorax_sp_T1_NZ_CP021648,Acidovorax_avenae_subsp_avenae_ATCC_19860_NC_015138,Acidovorax_avenae_subsp_avenae_NZ_CP028302,Acidovorax_avenae_subsp_avenae_strain_AA78_5_NZ_CP028287,Acidovorax_avenae_subsp_avenae_strain_AA81_1_NZ_CP028288,Acidovorax_avenae_subsp_avenae_strain_AA99_2_NZ_CP028289,Acidovorax_avenae_subsp_avenae_strain_COLB1_CP028291,Acidovorax_avenae_subsp_avenae_strain_INDB2_CP028292,Acidovorax_avenae_subsp_avenae_strain_INV_CP028293,Acidovorax_avenae_subsp_avenae_strain_KL3_NZ_CP028294,Acidovorax_avenae_subsp_avenae_strain_MD5_NZ_CP028295,Acidovorax_avenae_subsp_avenae_strain_MDB1_CP028296,Acidovorax_avenae_subsp_avenae_strain_MOR_CP028297,Acidovorax_avenae_subsp_avenae_strain_NCT3_CP028298,Acidovorax_avenae_subsp_avenae_strain_QH1_CP028299,Acidovorax_avenae_subsp_avenae_strain_QHB1_CP028300,Acidovorax_avenae_subsp_avenae_strain_SH7_NZ_CP028303,Acidovorax_avenae_subsp_avenae_strain_Sa2_CP028301,Acidovorax_carolinensis_strain_NA3_chromosome_1_NZ_CP021361,Acidovorax_cattleyae_strain_CAT98_1_NZ_CP028290,Acidovorax_citrulli_AAC00_1_NC_008752,Acidovorax_citrulli_strain_KACC17005_NZ_CP023687,Acidovorax_ebreus_TPSY_NC_011992,Acidovorax_sp_1608163_NZ_CP033069,Acidovorax_sp_HDW3_NZ_CP049885,Acidovorax_sp_KKS102_NC_018708,Acidovorax_sp_RAC01_NZ_CP016447
CBP33_RS11070,type I methionyl aminopeptidase,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1
CBP35_RS07940,type I methionyl aminopeptidase,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
CBP36_RS10995,type I methionyl aminopeptidase,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
APS58_RS19260,type I methionyl aminopeptidase,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
AJS_RS11445,type I methionyl aminopeptidase,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
CCX87_RS08350,type I methionyl aminopeptidase,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
ACAV_RS10790,type I methionyl aminopeptidase,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
C8244_RS09130,type I methionyl aminopeptidase,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
C8241_RS10320,type I methionyl aminopeptidase,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
C8245_RS22785,type I methionyl aminopeptidase,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
C8247_RS09100,type I methionyl aminopeptidase,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
C8234_07010,type I methionyl aminopeptidase,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
C8237_08535,type I methionyl aminopeptidase,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
C8239_09180,type I methionyl aminopeptidase,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
C8238_RS09225,type I methionyl aminopeptidase,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
C8246_RS03575,type I methionyl aminopeptidase,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C8232_06325,type I methionyl aminopeptidase,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
C8236_08760,type I methionyl aminopeptidase,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C8243_08940,type I methionyl aminopeptidase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
C8248_08550,type I methionyl aminopeptidase,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
C8242_08025,type I methionyl aminopeptidase,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
C7Y68_RS10270,type I methionyl aminopeptidase,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
C8235_07695,type I methionyl aminopeptidase,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0
CBP34_RS10915,type I methionyl aminopeptidase,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
C8240_RS09690,type I methionyl aminopeptidase,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
AAVE_RS15500,type I methionyl aminopeptidase,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
CQB05_RS09650,type I methionyl aminopeptidase,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
DTPSY_RS07935,type I methionyl aminopeptidase,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
EAG14_RS08785,type I methionyl aminopeptidase,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
G7045_RS05530,type I methionyl aminopeptidase,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
C380_RS09940,type I methionyl aminopeptidase,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
BSY15_RS14790,type I methionyl aminopeptidase,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBP33_RS15865,isovaleryl-CoA dehydrogenase,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
CBP35_RS02615,isovaleryl-CoA dehydrogenase,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
CBP36_RS16310,isovaleryl-CoA dehydrogenase,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0
APS58_RS06855,isovaleryl-CoA dehydrogenase,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
AJS_RS18740,isovaleryl-CoA dehydrogenase,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
CCX87_RS03230,isovaleryl-CoA dehydrogenase,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
ACAV_RS21150,isovaleryl-CoA dehydrogenase,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
C8244_RS18185,isovaleryl-CoA dehydrogenase,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1
C8241_RS19280,isovaleryl-CoA dehydrogenase,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
C8245_RS08715,isovaleryl-CoA dehydrogenase,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8247_RS17665,isovaleryl-CoA dehydrogenase,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1
C8234_14530,isovaleryl-CoA dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
C8237_17230,acyl-CoA dehydrogenase,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1
C8239_16725,acyl-CoA dehydrogenase,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
C8238_RS17935,isovaleryl-CoA dehydrogenase,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
C8246_RS18145,isovaleryl-CoA dehydrogenase,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
C8232_12150,acyl-CoA dehydrogenase,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1
C8236_17675,acyl-CoA dehydrogenase,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
C8243_17060,acyl-CoA dehydrogenase,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1
C8248_16635,acyl-CoA dehydrogenase,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
C8242_16690,acyl-CoA dehydrogenase,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7Y68_RS19035,isovaleryl-CoA dehydrogenase,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
C8235_15310,acyl-CoA dehydrogenase,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
CBP34_RS16685,isovaleryl-CoA dehydrogenase,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
C8240_RS19485,isovaleryl-CoA dehydrogenase,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
AAVE_RS21730,isovaleryl-CoA dehydrogenase,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
CQB05_RS23075,isovaleryl-CoA dehydrogenase,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
DTPSY_RS15295,isovaleryl-CoA dehydrogenase,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
EAG14_RS03010,isovaleryl-CoA dehydrogenase,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0
G7045_RS00665,isovaleryl-CoA dehydrogenase,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0
C380_RS20620,isovaleryl-CoA dehydrogenase,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BSY15_RS04445,isovaleryl-CoA dehydrogenase,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CBP33_RS04760,H-NS histone family protein,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1
CBP35_RS13750,H-NS histone family protein,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
CBP36_RS05185,H-NS histone family protein,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
APS58_RS14200,H-NS histone family protein,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AJS_RS05745,H-NS histone family protein,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
CCX87_RS13670,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ACAV_RS05670,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8244_RS05075,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8241_RS05440,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8245_RS00355,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8247_RS04705,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8234_03385,histone,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8237_04505,histone,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8239_04870,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8238_RS04800,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8246_RS09390,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8232_02120,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8236_05255,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8243_04645,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8248_04400,histone,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8242_04100,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C7Y68_RS05415,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8235_04015,histone,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CBP34_RS04715,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8240_RS04900,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AAVE_RS05645,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CQB05_RS15100,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
DTPSY_RS05300,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
EAG14_RS13740,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
G7045_RS09665,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C380_RS18760,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
BSY15_RS02390,H-NS histone family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CBP33_RS17490,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CBP35_RS01170,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CBP36_RS17745,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
APS58_RS11280,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AJS_RS01715,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CCX87_RS17535,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ACAV_RS02295,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8244_RS01905,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8241_RS09550,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8245_RS03775,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8247_RS01820,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8234_01050,DUF2214 domain-containing protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8237_02065,DUF2214 domain-containing protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8239_02355,DUF2214 domain-containing protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8238_RS01900,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8246_RS13235,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8232_00975,DUF2214 domain-containing protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8236_02250,DUF2214 domain-containing protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8243_01725,DUF2214 domain-containing protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8248_01530,DUF2214 domain-containing protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8242_02090,DUF2214 domain-containing protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C7Y68_RS02270,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8235_01965,DUF2214 domain-containing protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CBP34_RS18120,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8240_RS01875,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AAVE_RS02030,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CQB05_RS18780,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
DTPSY_RS01635,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
EAG14_RS01705,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
G7045_RS13120,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C380_RS22270,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
BSY15_RS05540,DUF2214 family protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CBP33_RS02080,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CBP35_RS16455,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CBP36_RS02490,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
APS58_RS12365,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AJS_RS02350,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CCX87_RS16410,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ACAV_RS03410,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8244_RS02890,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8241_RS03045,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8245_RS02665,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8247_RS02545,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8234_02075,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8237_02895,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8239_03405,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8238_RS02965,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8246_RS11560,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8232_01460,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8236_03080,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8243_02795,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8248_02170,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8242_03305,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C7Y68_RS03235,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
C8235_02905,ABC transporter ATP-binding protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
