ALL_Acidovorax_carolinensis_strain_NA2_NZ_CP021359,Acidovorax_carolinensis_strain_NA2_NZ_CP021359,Acidovorax_carolinensis_strain_NA2_plasmid_pACNA2_1_NZ_CP021360,ALL_Acidovorax_carolinensis_strain_P3_NZ_CP021362,Acidovorax_carolinensis_strain_P3_NZ_CP021362,Acidovorax_carolinensis_strain_P3_plasmid_pACP3_3_NZ_CP021365,Acidovorax_carolinensis_strain_P3_plasmid_pACP3_1_NZ_CP021363,Acidovorax_carolinensis_strain_P3_plasmid_pACP3_2_NZ_CP021364,ALL_Acidovorax_carolinensis_strain_P4_NZ_CP021366,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_1_NZ_CP021367,Acidovorax_carolinensis_strain_P4_NZ_CP021366,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_3_NZ_CP021369,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_2_NZ_CP021368,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_4_NZ_CP021370,ALL_Acidovorax_citrulli_strain_M6_NZ_CP029373,Acidovorax_citrulli_strain_M6_NZ_CP029373,Acidovorax_citrulli_strain_M6_plasmid_pACM6_NZ_CP029374,ALL_Acidovorax_sp_JS42_NC_008782,Acidovorax_sp_JS42_plasmid_pAOVO01_NC_008765,Acidovorax_sp_JS42_plasmid_pAOVO02_NC_008766,Acidovorax_sp_JS42_NC_008782,ALL_Acidovorax_sp_T1_NZ_CP021648,Acidovorax_sp_T1_NZ_CP021648,Acidovorax_sp_T1_plasmid_p3_T1_NZ_CP021651,Acidovorax_sp_T1_plasmid_p2_T1_NZ_CP021650,Acidovorax_sp_T1_plasmid_p1_T1_NZ_CP021649,Acidovorax_avenae_subsp_avenae_ATCC_19860_NC_015138,Acidovorax_avenae_subsp_avenae_NZ_CP028302,Acidovorax_avenae_subsp_avenae_strain_AA78_5_NZ_CP028287,Acidovorax_avenae_subsp_avenae_strain_AA81_1_NZ_CP028288,Acidovorax_avenae_subsp_avenae_strain_AA99_2_NZ_CP028289,Acidovorax_avenae_subsp_avenae_strain_COLB1_CP028291,Acidovorax_avenae_subsp_avenae_strain_INDB2_CP028292,Acidovorax_avenae_subsp_avenae_strain_INV_CP028293,Acidovorax_avenae_subsp_avenae_strain_KL3_NZ_CP028294,Acidovorax_avenae_subsp_avenae_strain_MD5_NZ_CP028295,Acidovorax_avenae_subsp_avenae_strain_MDB1_CP028296,Acidovorax_avenae_subsp_avenae_strain_MOR_CP028297,Acidovorax_avenae_subsp_avenae_strain_NCT3_CP028298,Acidovorax_avenae_subsp_avenae_strain_QH1_CP028299,Acidovorax_avenae_subsp_avenae_strain_QHB1_CP028300,Acidovorax_avenae_subsp_avenae_strain_SH7_NZ_CP028303,Acidovorax_avenae_subsp_avenae_strain_Sa2_CP028301,Acidovorax_carolinensis_strain_NA3_chromosome_1_NZ_CP021361,Acidovorax_cattleyae_strain_CAT98_1_NZ_CP028290,Acidovorax_citrulli_AAC00_1_NC_008752,Acidovorax_citrulli_strain_KACC17005_NZ_CP023687,Acidovorax_ebreus_TPSY_NC_011992,Acidovorax_sp_1608163_NZ_CP033069,Acidovorax_sp_HDW3_NZ_CP049885,Acidovorax_sp_KKS102_NC_018708,Acidovorax_sp_RAC01_NZ_CP016447
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS18860, ,psos,ABC transporter ATP-binding protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19000, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19025, ,psos,ABC transporter substrate-binding protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19040, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19045, ,psos,tripartite tricarboxylate transporter substrate binding protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19175, ,psos,HAMP domain-containing protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19180, ,psos,tripartite tricarboxylate transporter substrate binding protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19310, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19335, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19445, ,psos,NAD-dependent epimerase/dehydratase family protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19450, ,psos,fumarylacetoacetate hydrolase family protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19455, ,psos,cupin domain-containing protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19460, ,psos,cyclase family protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19465, ,psos,MFS transporter"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19470, ,psos,FAD-dependent oxidoreductase"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19475, ,psos,Rieske (2Fe-2S) protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19480, ,psos,glyoxalase"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19485, ,psos,prolyl oligopeptidase family serine peptidase"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19490, ,psos,nuclear transport factor 2 family protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19495, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19500, ,psos,LysR family transcriptional regulator"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19555, ,psos,DUF11 domain-containing protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19580, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19705, ,psos,VWA domain-containing protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19710, ,psos,CPBP family intramembrane metalloprotease"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19795, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19800, ,psos,exonuclease"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS22950, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19815, ,psos,SMI1/KNR4 family protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS22955, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19820, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19825, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19830, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19835, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS19845, ,psos,ogr/Delta-like zinc finger family protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS22960, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS20245, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS22970, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS20315, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS20335, ,psos,MBL fold metallo-hydrolase"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS20410, ,psos,hypothetical protein"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS20470, ,psos,catecholate siderophore receptor Fiu"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","EAG14_RS20475, ,psos,DUF1513 domain-containing protein"," - , -"," - , -"," - , -"
