,ALL_Thiomonas_arsenitoxydans_strain_3As_NC_014145,ALL_Thiomonas_intermedia_K12_NC_014153,ALL_Thiomonas_intermedia_strain_ATCC_15466_NZ_CP020046,ALL_Thiomonas_sp_Bio17B3_chromosome_BIO17B3_NZ_LR131947,ALL_Thiomonas_sp_CB2_chromosome_CB2_NZ_LR131956,ALL_Thiomonas_sp_OC7_chromosome_OC7_NZ_LR131953,ALL_Thiomonas_sp_Sup16B3_chromosome_SUP16B3_NZ_LR131950,ALL_Thiomonas_sp_X19_chromosome_THIX_NZ_LT605203
THI_RS12055,1,0,1,0,0,0,0,1
TINT_RS11300,1,0,1,0,0,0,0,1
BVH73_RS12020,1,0,1,0,0,0,0,1
GO970_RS15305,1,0,1,0,0,0,0,1
GO948_RS03370,1,0,1,0,0,0,0,1
TOC7_RS15405,1,0,1,0,0,0,0,1
GO985_RS15390,1,0,1,0,0,0,0,1
THIX_RS09975,1,0,1,0,0,0,0,1
THI_RS09525,1,0,1,0,0,0,0,1
TINT_RS08350,1,0,1,0,0,0,0,1
BVH73_RS13990,1,0,1,0,0,0,0,1
GO970_RS18500,1,0,1,0,0,0,0,1
GO948_RS00170,1,0,1,0,0,0,0,1
TOC7_RS18615,1,0,1,0,0,0,0,1
GO985_RS12195,1,0,1,0,0,0,0,1
THIX_RS09575,1,0,1,0,0,0,0,1
THI_RS14955,1,0,1,0,0,0,0,1
TINT_RS13540,1,0,1,0,0,0,0,1
BVH73_RS10030,1,0,1,0,0,0,0,1
GO970_RS06640,1,0,1,0,0,0,0,1
GO948_RS11960,1,0,1,0,0,0,0,1
TOC7_RS06640,1,0,1,0,0,0,0,1
GO985_RS05430,1,0,1,0,0,0,0,1
THIX_RS01905,1,0,1,0,0,0,0,1
THI_RS15325,0,1,0,0,0,1,0,0
TINT_RS13885,1,0,1,0,0,1,1,0
BVH73_RS06395,1,1,1,0,1,1,1,1
GO970_RS06985,0,0,1,1,1,1,0,0
GO948_RS11615,0,0,0,1,1,0,1,0
TOC7_RS06985,0,0,0,1,1,0,1,0
GO985_RS05085,0,0,0,0,0,1,1,0
THIX_RS21365,0,0,0,0,0,1,1,0
THI_RS17610,0,0,0,0,1,1,0,1
TINT_RS16005,0,0,0,0,1,1,0,1
BVH73_RS08230,0,0,0,0,1,1,0,1
GO970_RS09290,0,0,0,0,1,1,0,1
GO948_RS09325,0,0,0,0,1,1,0,1
TOC7_RS09305,0,0,0,0,1,1,0,1
GO985_RS02770,0,0,0,0,1,1,0,1
THIX_RS02035,0,0,0,0,1,1,0,1
THI_RS15925,0,0,0,0,1,1,0,1
TINT_RS14470,0,0,0,0,1,1,0,1
BVH73_RS07040,0,0,0,0,1,1,0,1
GO970_RS07580,0,0,0,0,1,1,0,1
GO948_RS11020,0,0,0,0,1,1,0,1
TOC7_RS07600,0,0,0,0,1,1,0,1
GO985_RS04485,0,0,0,0,1,1,0,1
THIX_RS20780,0,0,0,0,1,1,0,1
THI_RS03835,0,0,0,0,1,1,0,1
TINT_RS03305,0,0,0,0,1,1,0,1
BVH73_RS04690,0,0,0,0,1,1,0,1
GO970_RS13775,0,0,0,0,1,1,0,1
GO948_RS04870,0,0,0,0,1,1,0,1
TOC7_RS13835,0,0,0,0,1,1,0,1
GO985_RS16910,0,0,0,0,1,1,0,1
THIX_RS02380,0,0,0,0,1,1,0,1
THI_RS08180,0,1,0,0,1,1,0,1
TINT_RS08090,0,1,0,0,1,1,0,1
BVH73_RS15055,0,1,0,0,1,1,0,1
GO970_RS00940,1,0,0,0,0,1,0,0
GO948_RS17650,1,0,0,0,1,1,0,1
TOC7_RS00930,1,0,0,0,1,1,0,1
GO985_RS11110,1,1,1,0,1,1,1,0
THIX_RS17920,0,1,0,0,0,0,0,1
THI_RS08325,0,1,0,0,0,0,0,1
TINT_RS07145,0,1,0,0,0,0,0,1
BVH73_RS15155,0,1,0,0,0,0,0,1
GO970_RS00810,0,1,0,0,0,0,0,1
GO948_RS17780,0,1,0,0,0,0,0,1
TOC7_RS00800,0,1,0,0,0,0,0,1
GO985_RS11240,0,1,0,0,0,0,0,1
THIX_RS03240,0,1,0,0,0,0,0,1
THI_RS00790,0,1,0,0,0,0,0,1
TINT_RS00765,0,1,0,0,0,0,0,1
BVH73_RS09335,0,1,0,0,0,0,0,1
GO970_RS10140,0,1,0,0,0,0,0,1
GO948_RS08500,0,1,0,0,0,0,0,1
TOC7_RS10165,0,1,0,0,0,0,0,1
GO985_RS01925,0,1,0,0,0,0,0,1
THIX_RS15355,0,1,0,0,0,0,0,1
THI_RS07475,0,1,0,0,0,0,0,1
TINT_RS06570,0,1,0,0,0,0,0,1
BVH73_RS14525,0,1,0,0,0,0,0,1
GO970_RS01485,0,1,0,0,0,0,0,1
GO948_RS17105,0,1,0,0,0,0,0,1
TOC7_RS01475,0,1,0,0,0,0,0,1
GO985_RS10565,0,1,0,0,0,0,0,1
THIX_RS06475,0,1,0,0,0,0,0,1
THI_RS13335,0,1,0,0,0,0,0,1
TINT_RS12510,0,1,0,0,0,0,0,1
BVH73_RS10950,0,1,0,0,0,0,0,1
GO970_RS05630,0,1,0,0,0,0,0,1
GO948_RS12970,0,1,0,0,0,0,0,1
TOC7_RS05630,0,1,0,0,0,0,0,1
GO985_RS06440,0,1,0,0,0,0,0,1
THIX_RS02600,0,1,0,0,0,0,0,1
THI_RS05405,0,1,0,0,0,0,0,1
TINT_RS04665,0,1,0,0,0,0,0,1
BVH73_RS12635,0,1,0,0,0,0,0,1
GO970_RS04230,0,1,0,0,0,0,0,1
GO948_RS14375,0,1,0,0,0,0,0,1
TOC7_RS04205,0,1,0,0,0,0,0,1
GO985_RS07830,0,1,0,0,0,0,0,1
THIX_RS06910,0,1,0,0,0,0,0,1
THI_RS11075,0,1,0,0,0,0,0,1
TINT_RS10425,0,1,0,0,0,0,0,1
BVH73_RS02175,0,1,0,0,0,0,0,1
GO970_RS16155,0,1,0,0,0,0,0,1
GO948_RS02520,0,1,0,0,0,0,0,1
TOC7_RS16255,0,1,0,0,0,0,0,1
GO985_RS14540,0,1,0,0,0,0,0,1
THIX_RS18690,0,1,0,0,0,0,0,1
THI_RS15210,0,1,0,0,0,0,0,1
TINT_RS13770,0,1,0,0,0,0,0,1
BVH73_RS06280,0,1,0,0,0,0,0,1
GO970_RS06870,0,1,0,0,0,0,0,1
GO948_RS11730,0,1,0,0,0,0,0,1
TOC7_RS06870,0,1,0,0,0,0,0,1
GO985_RS05200,0,1,0,0,0,0,0,1
THIX_RS02565,0,1,0,0,0,0,0,1
THI_RS01275,0,1,0,0,0,0,0,1
TINT_RS01185,0,1,0,0,0,0,0,1
BVH73_RS09715,0,1,0,1,0,1,1,0
GO970_RS10630,1,1,0,1,0,1,1,1
GO948_RS08005,0,1,1,0,0,0,0,0
TOC7_RS10660,0,1,1,0,0,0,0,0
GO985_RS01430,0,1,1,0,0,0,0,0
THIX_RS03420,0,1,1,0,0,0,0,0
THI_RS13655,0,1,1,0,0,0,0,0
TINT_RS12825,0,1,1,0,0,0,0,0
BVH73_RS10665,0,1,1,0,0,0,0,0
GO970_RS05940,0,1,1,0,0,0,0,0
GO948_RS12660,0,1,1,0,0,0,0,0
TOC7_RS05940,0,0,1,1,1,1,1,0
GO985_RS06130,0,0,1,1,1,1,1,0
THIX_RS03780,0,0,1,1,1,1,1,0
THI_RS15275,0,0,1,1,1,1,1,0
TINT_RS13835,0,0,1,1,1,1,1,0
BVH73_RS06345,0,0,1,1,1,1,1,0
GO970_RS06935,0,0,1,1,1,1,1,0
GO948_RS11665,0,0,1,1,1,1,1,0
TOC7_RS06935,0,0,1,1,1,1,1,0
GO985_RS05135,0,0,1,1,1,1,1,0
THIX_RS07870,0,0,1,1,1,1,1,0
THI_RS05015,0,0,1,1,1,1,1,0
TINT_RS04285,0,0,1,1,1,1,1,0
BVH73_RS03765,0,0,1,1,1,1,1,0
GO970_RS04635,0,0,1,1,1,1,1,0
GO948_RS13970,0,0,1,1,1,1,1,0
TOC7_RS04610,0,0,1,1,1,1,1,0
GO985_RS07425,0,0,1,1,1,1,1,0
THIX_RS20040,0,0,1,1,1,1,1,0
THI_RS07485,0,0,1,1,1,1,1,0
TINT_RS06580,0,0,1,1,1,1,1,0
BVH73_RS14535,0,0,1,1,1,1,1,0
GO970_RS01475,0,0,1,1,1,1,1,0
GO948_RS17115,0,0,1,1,1,1,1,0
TOC7_RS01465,0,0,1,1,1,1,1,0
GO985_RS10575,0,0,1,1,1,1,1,0
THIX_RS06485,0,0,1,1,1,1,1,0
THI_RS13815,0,0,1,1,1,1,1,0
TINT_RS12985,0,0,1,1,1,1,1,0
BVH73_RS10500,0,0,1,1,1,1,1,0
GO970_RS06105,0,0,1,1,1,1,1,0
GO948_RS12495,0,0,0,1,0,0,1,1
TOC7_RS06105,0,0,0,1,0,0,1,1
GO985_RS05965,0,0,1,0,1,0,1,0
THIX_RS04615,0,0,0,0,0,1,0,0
THI_RS15810,0,0,0,0,0,1,0,0
TINT_RS14355,0,0,0,0,0,1,0,0
BVH73_RS06925,0,0,0,0,0,1,0,0
GO970_RS07465,0,0,0,0,0,1,0,0
GO948_RS11135,0,0,0,0,0,1,0,0
TOC7_RS07480,0,0,0,0,0,1,0,0
GO985_RS04600,0,0,0,0,0,1,0,0
THIX_RS20605,0,0,0,0,0,1,0,0
THI_RS01920,0,0,0,0,0,1,0,0
TINT_RS01880,0,0,0,0,0,1,0,0
BVH73_RS05670,0,0,0,0,0,1,0,0
GO970_RS11470,0,0,0,0,0,1,0,0
GO948_RS07160,0,0,0,0,0,1,0,0
TOC7_RS11525,0,0,0,0,0,1,0,0
GO985_RS00590,0,0,0,0,0,1,0,0
THIX_RS04925,0,0,0,0,0,1,0,0
THI_RS03935,0,0,0,1,0,0,0,0
TINT_RS03405,0,0,0,1,0,0,0,0
BVH73_RS04610,0,0,0,1,0,0,0,0
GO970_RS13890,0,0,0,1,0,0,0,0
GO948_RS04755,0,0,0,1,0,0,0,0
TOC7_RS13950,0,0,0,1,0,0,0,0
GO985_RS16795,0,0,0,1,0,0,0,0
THIX_RS18780,0,0,0,1,0,0,0,0
THI_RS05485,0,0,0,1,0,0,0,0
TINT_RS04745,0,0,0,1,0,0,0,0
BVH73_RS12715,0,0,0,1,0,0,0,0
GO970_RS04160,0,0,0,1,0,0,0,0
GO948_RS14445,0,0,0,1,0,0,0,0
TOC7_RS04135,0,0,0,1,0,0,0,0
GO985_RS07900,0,0,0,1,0,0,0,0
THIX_RS18550,0,0,0,1,0,0,0,0
THI_RS17050,0,0,0,1,0,0,0,0
TINT_RS15535,0,0,0,1,0,0,0,0
BVH73_RS07710,0,0,0,1,0,0,0,0
GO970_RS08890,0,0,0,1,0,0,0,0
GO948_RS09725,0,0,0,1,0,0,0,0
TOC7_RS08905,0,0,0,1,0,0,0,0
GO985_RS03170,0,0,0,1,0,0,0,0
THIX_RS21215,0,0,0,1,0,0,0,0
THI_RS00740,0,0,0,1,0,0,0,0
TINT_RS00715,0,0,0,1,0,0,0,0
BVH73_RS09290,0,0,0,1,0,0,0,0
GO970_RS10085,0,0,0,1,0,0,0,0
GO948_RS08555,0,0,0,1,0,0,0,0
TOC7_RS10095,0,0,0,1,0,0,0,0
GO985_RS01980,0,0,0,1,0,0,0,0
THIX_RS02715,0,0,0,1,0,0,0,0
THI_RS05915,0,0,0,1,0,0,0,0
TINT_RS05190,0,0,0,1,0,0,0,0
BVH73_RS13290,0,0,0,1,0,0,0,0
GO970_RS03715,0,0,0,1,0,0,0,0
GO948_RS14890,0,0,0,1,0,0,0,0
TOC7_RS03690,0,0,0,1,0,0,0,0
GO985_RS08345,0,0,0,1,0,0,0,0
THIX_RS15350,0,0,0,1,0,0,0,0
THI_RS09655,0,0,0,1,0,0,0,0
TINT_RS08480,0,0,0,1,0,0,0,0
BVH73_RS13870,0,0,0,1,0,0,0,0
GO970_RS18365,0,0,0,1,0,0,0,0
GO948_RS00305,0,0,0,1,0,0,0,0
TOC7_RS18480,0,0,0,1,0,0,0,0
GO985_RS12330,0,0,0,1,0,0,0,0
THIX_RS11840,0,0,0,1,0,0,0,0
THI_RS11295,0,0,0,1,0,0,0,0
TINT_RS10645,0,0,0,1,0,0,0,0
BVH73_RS02395,0,0,0,1,0,0,0,0
GO970_RS15925,0,0,0,1,0,0,0,0
GO948_RS02750,0,0,0,1,0,0,0,0
TOC7_RS16025,0,0,0,1,0,0,0,0
GO985_RS14770,0,0,0,1,0,0,0,0
THIX_RS17430,0,0,0,1,0,0,0,0
THI_RS12720,0,0,0,1,0,0,0,0
TINT_RS11900,0,0,0,1,0,0,0,0
BVH73_RS11420,0,0,0,1,0,0,0,0
GO970_RS14700,0,0,0,1,0,0,0,0
GO948_RS03975,0,0,0,1,0,0,0,0
TOC7_RS14800,0,0,0,1,0,0,0,0
GO985_RS15995,0,0,0,1,0,0,0,0
THIX_RS07140,0,0,0,1,0,0,0,0
THI_RS00840,0,0,0,1,0,0,0,0
TINT_RS00815,0,0,0,1,0,0,0,0
BVH73_RS09415,0,0,0,1,0,0,0,0
GO970_RS10200,0,0,0,1,0,0,0,0
GO948_RS08440,0,0,0,1,0,0,0,0
TOC7_RS10225,0,0,0,1,0,0,0,0
GO985_RS01865,0,0,0,1,0,0,0,0
THIX_RS02895,0,0,0,1,0,0,0,0
THI_RS01415,0,0,0,1,0,0,0,0
TINT_RS01355,0,0,0,1,0,0,0,0
BVH73_RS06030,0,0,0,1,0,0,0,0
GO970_RS10870,0,0,0,1,0,0,0,0
GO948_RS07765,0,0,0,1,0,0,0,0
TOC7_RS10900,0,0,0,1,0,0,0,0
GO985_RS01190,0,0,0,1,0,0,0,0
THIX_RS17865,0,0,0,1,0,0,0,0
THI_RS01995,0,0,0,1,0,0,0,0
TINT_RS02030,0,0,0,1,0,0,0,0
BVH73_RS03285,0,0,0,1,0,0,0,0
GO970_RS11545,0,0,0,1,0,0,0,0
GO948_RS07085,0,0,0,1,0,0,0,0
TOC7_RS11600,0,0,0,1,0,0,0,0
GO985_RS00515,0,0,0,1,0,0,0,0
THIX_RS08515,0,0,0,1,0,0,0,0
THI_RS17175,0,0,0,1,0,0,0,0
TINT_RS15625,0,0,0,1,0,0,0,0
BVH73_RS07805,0,0,0,1,0,0,0,0
GO970_RS08980,0,0,0,1,0,0,0,0
GO948_RS09635,0,0,0,1,0,0,0,0
TOC7_RS08995,0,0,0,1,0,0,0,0
GO985_RS03080,0,0,0,1,0,0,0,0
THIX_RS21305,0,0,0,1,0,0,0,0
THI_RS17200,0,0,0,1,0,0,0,0
TINT_RS15650,0,0,0,1,0,0,0,0
BVH73_RS07830,0,0,0,1,0,0,0,0
GO970_RS09005,0,0,0,1,0,0,0,0
GO948_RS09610,0,0,0,1,0,0,0,0
TOC7_RS09020,0,0,0,1,0,0,0,0
GO985_RS03055,0,0,0,1,0,0,0,0
THIX_RS02880,0,0,0,1,0,0,0,0
THI_RS01775,0,0,0,1,0,0,0,0
TINT_RS01735,0,0,0,1,0,0,0,0
BVH73_RS05820,0,0,0,1,0,0,0,0
GO970_RS11315,0,0,0,1,0,0,0,0
GO948_RS07315,0,0,0,1,0,0,0,0
TOC7_RS11370,0,0,0,1,0,0,0,0
GO985_RS00745,0,0,0,1,0,0,0,0
THIX_RS04715,0,0,0,1,0,0,0,0
THI_RS13340,0,0,0,1,0,0,0,0
TINT_RS12515,0,0,0,1,0,0,0,0
BVH73_RS10945,0,0,0,1,0,0,0,0
GO970_RS05635,0,0,0,1,0,0,0,0
GO948_RS12965,0,0,0,1,0,0,0,0
TOC7_RS05635,0,0,0,1,0,0,0,0
GO985_RS06435,0,0,0,1,0,0,0,0
THIX_RS02605,0,0,0,1,0,0,0,0
THI_RS16285,0,0,0,1,0,0,0,0
TINT_RS14925,0,0,0,1,0,0,0,0
BVH73_RS07300,0,0,0,1,0,0,0,0
GO970_RS07880,0,0,0,1,0,0,0,0
GO948_RS10720,0,0,0,1,0,0,0,0
TOC7_RS07900,0,0,0,1,0,0,0,0
GO985_RS04185,0,0,0,1,0,0,0,0
THIX_RS03085,0,0,0,1,0,0,0,0
THI_RS06085,0,0,0,1,0,0,0,0
TINT_RS05265,0,0,0,1,0,0,0,0
BVH73_RS12965,0,0,0,1,0,0,0,0
GO970_RS03640,0,0,0,1,0,0,0,0
GO948_RS14965,0,0,0,1,0,0,0,0
TOC7_RS03615,0,0,0,1,0,0,0,0
GO985_RS08420,0,0,0,1,0,0,0,0
THIX_RS09475,0,0,0,1,0,0,0,0
THI_RS17120,0,0,0,1,0,0,0,0
TINT_RS15570,0,0,0,1,0,0,0,0
BVH73_RS07750,0,0,0,1,0,0,0,0
GO970_RS08925,0,0,0,1,0,0,0,0
GO948_RS09690,0,0,0,1,0,0,0,0
TOC7_RS08940,0,0,0,1,0,0,0,0
GO985_RS03135,0,0,0,1,0,0,0,0
THIX_RS21250,0,0,0,1,0,0,0,0
THI_RS17475,0,0,0,1,0,0,0,0
TINT_RS15855,0,0,0,1,0,0,0,0
BVH73_RS08125,0,0,0,1,0,0,0,0
GO970_RS09170,0,0,0,1,0,0,0,0
GO948_RS09445,0,0,0,1,0,0,0,0
TOC7_RS09185,0,0,0,1,0,0,0,0
GO985_RS02890,0,0,0,1,0,0,0,0
THIX_RS02140,0,0,0,1,0,0,0,0
THI_RS01915,0,0,0,1,0,0,0,0
TINT_RS01875,0,0,0,1,0,0,0,0
BVH73_RS05675,0,0,0,1,0,0,0,0
GO970_RS11465,0,0,0,1,0,0,0,0
GO948_RS07165,0,0,0,1,0,0,0,0
TOC7_RS11520,0,0,0,1,0,0,0,0
GO985_RS00595,0,0,0,1,0,0,0,0
THIX_RS04920,0,0,0,1,0,0,0,0
THI_RS05895,0,0,0,1,0,0,0,0
TINT_RS05170,0,0,0,1,0,0,0,0
BVH73_RS13270,0,0,0,1,0,0,0,0
GO970_RS03735,0,0,0,1,0,0,0,0
GO948_RS14870,0,0,0,1,0,0,0,0
TOC7_RS03710,0,0,0,1,0,0,0,0
GO985_RS08325,0,0,0,1,0,0,0,0
THIX_RS13305,0,0,0,1,0,0,0,0
THI_RS09505,0,0,0,1,0,0,0,0
TINT_RS08330,0,0,0,1,0,0,0,0
BVH73_RS14010,0,0,0,1,0,0,0,0
GO970_RS18520,0,0,0,1,0,0,0,0
GO948_RS00150,0,0,0,1,0,0,0,0
TOC7_RS18635,0,0,0,1,0,0,0,0
GO985_RS12175,0,0,0,1,0,0,0,0
THIX_RS09595,0,0,0,1,0,0,0,0
THI_RS13440,0,0,0,1,0,0,0,0
TINT_RS12610,0,0,0,1,0,0,0,0
BVH73_RS10860,0,0,0,1,0,0,0,0
GO970_RS05730,0,0,0,1,0,0,0,0
GO948_RS12870,0,0,0,1,0,0,0,0
TOC7_RS05730,0,0,0,1,0,0,0,0
GO985_RS06340,0,0,0,1,0,0,0,0
THIX_RS19705,0,0,0,1,0,0,0,0
THI_RS15955,0,0,0,1,0,0,0,0
TINT_RS14500,0,0,0,1,0,0,0,0
BVH73_RS07070,0,0,0,1,0,0,0,0
GO970_RS07610,0,0,0,1,0,0,0,0
GO948_RS10990,0,0,0,1,0,0,0,0
TOC7_RS07630,0,0,0,1,0,0,0,0
GO985_RS04455,0,0,0,1,0,0,0,0
THIX_RS21425,0,0,0,1,0,0,0,0
THI_RS09180,0,0,0,1,0,0,0,0
TINT_RS05060,0,0,0,1,0,0,0,0
BVH73_RS03525,0,0,0,1,0,0,0,0
GO970_RS19015,0,0,0,1,0,0,0,0
GO948_RS01625,0,0,0,1,0,0,0,0
TOC7_RS17160,0,0,0,1,0,0,0,0
GO985_RS13650,0,0,0,1,0,0,0,0
THIX_RS00395,0,0,0,1,0,0,0,0
THI_RS12280,0,0,0,1,0,0,0,0
TINT_RS11525,0,0,0,1,0,0,0,0
BVH73_RS11795,0,0,0,1,0,0,0,0
GO970_RS15075,0,0,0,1,0,0,0,0
GO948_RS03600,0,0,0,1,0,0,0,0
TOC7_RS15175,0,0,0,1,0,0,0,0
GO985_RS15620,0,0,0,1,0,0,0,0
THIX_RS06375,0,0,0,1,0,0,0,0
THI_RS00395,0,0,0,1,0,0,0,0
TINT_RS00365,0,0,0,1,0,0,0,0
BVH73_RS08905,0,0,0,1,0,0,0,0
GO970_RS09810,0,0,0,1,0,0,0,0
GO948_RS08830,0,0,0,1,0,0,0,0
TOC7_RS09820,0,0,0,1,0,0,0,0
GO985_RS02255,0,0,0,1,0,0,0,0
THIX_RS00545,0,0,0,1,0,0,0,0
THI_RS01885,0,0,0,1,0,0,0,0
TINT_RS01845,0,0,0,1,0,0,0,0
BVH73_RS05705,0,0,0,1,0,0,0,0
GO970_RS11435,0,0,0,1,0,0,0,0
GO948_RS07195,0,0,0,1,0,0,0,0
TOC7_RS11490,0,0,0,1,0,0,0,0
GO985_RS00625,0,0,0,1,0,0,0,0
THIX_RS04890,0,0,0,1,0,0,0,0
THI_RS01055,0,0,0,1,0,0,0,0
TINT_RS00950,0,0,0,1,0,0,0,0
BVH73_RS09565,0,0,0,0,0,0,0,1
GO970_RS10405,0,0,0,0,0,0,0,1
GO948_RS08230,0,0,0,0,0,0,0,1
TOC7_RS10435,0,0,0,0,0,0,0,1
GO985_RS01655,0,0,0,0,0,0,0,1
THIX_RS03100,0,0,0,0,0,0,0,1
THI_RS08170,0,0,0,0,0,0,0,1
TINT_RS08100,0,0,0,0,0,0,0,1
BVH73_RS15045,0,0,0,0,0,0,0,1
GO970_RS00950,0,0,0,0,0,0,0,1
GO948_RS17640,0,0,0,0,0,0,0,1
TOC7_RS00940,0,0,0,0,0,0,0,1
GO985_RS11100,0,0,0,0,0,0,0,1
THIX_RS09860,0,0,0,0,0,0,0,1
THI_RS11785,0,0,0,0,0,0,0,1
TINT_RS11130,0,0,0,0,0,0,0,1
BVH73_RS12280,0,0,0,0,0,0,0,1
GO970_RS15470,0,0,0,0,0,0,0,1
GO948_RS03205,0,0,0,0,0,0,0,1
TOC7_RS15570,0,0,0,0,0,0,0,1
GO985_RS15225,0,0,0,0,0,0,0,1
THIX_RS19795,0,0,0,0,0,0,0,1
THI_RS01810,0,0,0,0,0,0,0,1
TINT_RS01770,0,0,0,0,0,0,0,1
BVH73_RS05785,0,0,0,0,0,0,0,1
GO970_RS11350,0,0,0,0,0,0,0,1
GO948_RS07280,0,0,0,0,0,0,0,1
TOC7_RS11405,0,0,0,0,0,0,0,1
GO985_RS00710,0,0,0,0,0,0,0,1
THIX_RS04750,0,0,0,0,0,0,0,1
THI_RS04675,0,0,0,0,0,0,0,1
TINT_RS03960,0,0,0,0,0,0,0,1
BVH73_RS04035,0,0,0,0,0,0,0,1
GO970_RS04965,0,0,0,0,0,0,0,1
GO948_RS13640,0,0,0,0,0,0,0,1
TOC7_RS04940,0,0,0,0,0,0,0,1
GO985_RS07095,0,0,0,0,0,0,0,1
THIX_RS20315,0,0,0,0,0,0,0,1
THI_RS18550,0,0,0,0,0,0,0,1
TINT_RS16785,0,0,0,0,0,0,0,1
BVH73_RS10380,0,0,0,0,0,0,0,1
GO970_RS06205,0,0,0,0,0,0,0,1
GO948_RS12395,0,0,0,0,0,0,0,1
TOC7_RS06205,0,0,0,0,0,0,0,1
GO985_RS05865,0,0,0,0,0,0,0,1
THIX_RS20540,0,0,0,0,0,0,0,1
THI_RS17285,0,0,0,0,0,0,0,1
TINT_RS15735,0,0,0,0,0,0,0,1
BVH73_RS07925,0,0,0,0,0,0,0,1
GO970_RS09090,0,0,0,0,0,0,0,1
GO948_RS09525,0,0,0,0,0,0,0,1
TOC7_RS09105,0,0,0,0,0,0,0,1
GO985_RS02970,0,0,0,0,0,0,0,1
THIX_RS03310,0,0,0,0,0,0,0,1
THI_RS04000,0,0,0,0,0,0,0,1
TINT_RS03465,0,0,0,0,0,0,0,1
BVH73_RS04550,0,0,0,0,0,0,0,1
GO970_RS13950,0,0,0,0,0,0,0,1
GO948_RS04695,0,0,0,0,0,0,0,1
TOC7_RS14010,0,0,0,0,0,0,0,1
GO985_RS16735,0,0,0,0,0,0,0,1
THIX_RS13885,0,0,0,0,0,0,0,1
THI_RS05280,0,0,0,0,0,0,0,1
TINT_RS04545,0,0,0,0,0,0,0,1
BVH73_RS12510,0,0,0,0,0,0,0,1
GO970_RS04360,0,0,0,0,0,0,0,1
GO948_RS14245,0,0,0,0,0,0,0,1
TOC7_RS04335,0,0,0,0,0,0,0,1
GO985_RS07700,0,0,0,0,0,0,0,1
THIX_RS07430,0,0,0,0,0,0,0,1
THI_RS06510,0,0,0,0,0,0,0,1
TINT_RS05675,0,0,0,0,0,0,0,1
BVH73_RS00910,0,0,0,0,0,0,0,1
GO970_RS02405,0,0,0,0,0,0,0,1
GO948_RS16180,0,0,0,0,0,0,0,1
TOC7_RS02400,0,0,0,0,0,0,0,1
GO985_RS09640,0,0,0,0,0,0,0,1
THIX_RS08305,0,0,0,0,0,0,0,1
THI_RS08125,0,0,0,0,0,0,0,1
TINT_RS08145,0,0,0,0,0,0,0,1
BVH73_RS14995,0,0,0,0,0,0,0,1
GO970_RS00995,0,0,0,0,0,0,0,1
GO948_RS17595,0,0,0,0,0,0,0,1
TOC7_RS00985,0,0,0,0,0,0,0,1
GO985_RS11055,0,0,0,0,0,0,0,1
THIX_RS05310,0,0,0,0,0,0,0,1
THI_RS00900,0,0,0,0,0,0,0,1
TINT_RS00875,0,0,0,0,0,0,0,1
BVH73_RS09495,0,0,0,0,0,0,0,1
GO970_RS10260,0,0,0,0,0,0,0,1
GO948_RS08380,0,0,0,0,0,0,0,1
TOC7_RS10285,0,0,0,0,0,0,0,1
GO985_RS01805,0,0,0,0,0,0,0,1
THIX_RS02995,0,0,0,0,0,0,0,1
THI_RS04535,0,0,0,0,0,0,0,1
TINT_RS03830,0,0,0,0,0,0,0,1
BVH73_RS05360,0,0,0,0,0,0,0,1
GO970_RS05075,0,0,0,0,0,0,0,1
GO948_RS13530,0,0,0,0,0,0,0,1
TOC7_RS05050,0,0,0,0,0,0,0,1
GO985_RS06985,0,0,0,0,0,0,0,1
THIX_RS04540,0,0,0,0,0,0,0,1
THI_RS12785,0,0,0,0,0,0,0,1
TINT_RS11965,0,0,0,0,0,0,0,1
BVH73_RS11355,0,0,0,0,0,0,0,1
GO970_RS14635,0,0,0,0,0,0,0,1
GO948_RS04040,0,0,0,0,0,0,0,1
TOC7_RS14735,0,0,0,0,0,0,0,1
GO985_RS16060,0,0,0,0,0,0,0,1
THIX_RS07075,0,0,0,0,0,0,0,1
THI_RS12860,0,0,0,0,0,0,0,1
TINT_RS12040,0,0,0,0,0,0,0,1
BVH73_RS11300,0,0,0,0,0,0,0,1
GO970_RS14560,0,0,0,0,0,0,0,1
GO948_RS04115,0,0,0,0,0,0,0,1
TOC7_RS14660,0,0,0,0,0,0,0,1
GO985_RS16135,0,0,0,0,0,0,0,1
THIX_RS07015,0,0,0,0,0,0,0,1
THI_RS15800,0,0,0,0,0,0,0,1
TINT_RS14345,0,0,0,0,0,0,0,1
BVH73_RS06915,0,0,0,0,0,0,0,1
GO970_RS07455,0,0,0,0,0,0,0,1
GO948_RS11145,0,0,0,0,0,0,0,1
TOC7_RS07470,0,0,0,0,0,0,0,1
GO985_RS04610,0,0,0,0,0,0,0,1
THIX_RS03880,0,0,0,0,0,0,0,1
THI_RS00835,0,0,0,0,0,0,0,1
TINT_RS00810,0,0,0,0,0,0,0,1
BVH73_RS09410,0,0,0,0,0,0,0,1
GO970_RS10195,0,0,0,0,0,0,0,1
GO948_RS08445,0,0,0,0,0,0,0,1
TOC7_RS10220,0,0,0,0,0,0,0,1
GO985_RS01870,0,0,0,0,0,0,0,1
THIX_RS02900,0,0,0,0,0,0,0,1
THI_RS03995,0,0,0,0,0,0,0,1
